Image,TP0,FP0,FN0,TN0,IOU0,TPw0,FPw0,FNw0,FWB0,TP1,FP1,FN1,TN1,IOU1,TPw1,FPw1,FNw1,FWB1,TP2,FP2,FN2,TN2,IOU2,TPw2,FPw2,FNw2,FWB2,TP3,FP3,FN3,TN3,IOU3,TPw3,FPw3,FNw3,FWB3
046884.png,225479.0,120.0,103.0,4698.0,0.9990119715376913,-1.0,-1.0,-1.0,-1.0,2237.0,90.0,166.0,227907.0,0.8973124749298035,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,2338.0,136.0,77.0,227849.0,0.9165033320266562,-1.0,-1.0,-1.0,-1.0
046885.png,224432.0,111.0,101.0,5756.0,0.9990562846103168,-1.0,-1.0,-1.0,-1.0,2332.0,102.0,65.0,227901.0,0.933173269307723,-1.0,-1.0,-1.0,-1.0,410.0,3.0,37.0,229950.0,0.9111111111111111,-1.0,-1.0,-1.0,-1.0,2943.0,67.0,80.0,227310.0,0.9524271844660194,-1.0,-1.0,-1.0,-1.0
046886.png,222534.0,226.0,76.0,7564.0,0.9986447432192285,-1.0,-1.0,-1.0,-1.0,3267.0,44.0,168.0,226921.0,0.9390629491233113,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,4257.0,72.0,98.0,225973.0,0.9615992771628642,-1.0,-1.0,-1.0,-1.0
046887.png,222892.0,139.0,103.0,7266.0,0.9989154499090233,-1.0,-1.0,-1.0,-1.0,3723.0,158.0,153.0,226366.0,0.9229053049082796,-1.0,-1.0,-1.0,-1.0,652.0,49.0,48.0,229651.0,0.8704939919893191,-1.0,-1.0,-1.0,-1.0,2736.0,51.0,93.0,227520.0,0.95,-1.0,-1.0,-1.0,-1.0
046888.png,226402.0,222.0,153.0,3623.0,0.9983463931527448,-1.0,-1.0,-1.0,-1.0,2660.0,200.0,176.0,227364.0,0.8761528326745718,-1.0,-1.0,-1.0,-1.0,167.0,14.0,44.0,230175.0,0.7422222222222222,-1.0,-1.0,-1.0,-1.0,698.0,37.0,100.0,229565.0,0.8359281437125748,-1.0,-1.0,-1.0,-1.0
046889.png,219793.0,154.0,134.0,10319.0,0.9986913908969879,-1.0,-1.0,-1.0,-1.0,2913.0,100.0,125.0,227262.0,0.9282982791586998,-1.0,-1.0,-1.0,-1.0,1294.0,41.0,26.0,229039.0,0.9507714915503307,-1.0,-1.0,-1.0,-1.0,5995.0,110.0,120.0,224175.0,0.9630522088353414,-1.0,-1.0,-1.0,-1.0
046890.png,222740.0,306.0,142.0,7212.0,0.9979927236231338,-1.0,-1.0,-1.0,-1.0,2035.0,140.0,304.0,227921.0,0.8208955223880597,-1.0,-1.0,-1.0,-1.0,482.0,4.0,46.0,229868.0,0.9060150375939849,-1.0,-1.0,-1.0,-1.0,4575.0,118.0,76.0,225631.0,0.9593206122876914,-1.0,-1.0,-1.0,-1.0
046936.png,221142.0,119.0,100.0,9039.0,0.9990106658354453,-1.0,-1.0,-1.0,-1.0,876.0,99.0,236.0,229189.0,0.7233691164327003,-1.0,-1.0,-1.0,-1.0,167.0,106.0,2.0,230125.0,0.6072727272727273,-1.0,-1.0,-1.0,-1.0,7741.0,150.0,136.0,222373.0,0.9643702504048836,-1.0,-1.0,-1.0,-1.0
046937.png,222184.0,90.0,130.0,7996.0,0.9990108091581087,-1.0,-1.0,-1.0,-1.0,2448.0,133.0,69.0,227750.0,0.9237735849056604,-1.0,-1.0,-1.0,-1.0,397.0,12.0,26.0,229965.0,0.9126436781609195,-1.0,-1.0,-1.0,-1.0,5059.0,77.0,87.0,225177.0,0.9686004212138618,-1.0,-1.0,-1.0,-1.0
046938.png,223032.0,84.0,93.0,7191.0,0.9992070212222626,-1.0,-1.0,-1.0,-1.0,779.0,135.0,95.0,229391.0,0.7720515361744301,-1.0,-1.0,-1.0,-1.0,1161.0,49.0,36.0,229154.0,0.9317817014446228,-1.0,-1.0,-1.0,-1.0,5085.0,75.0,119.0,225121.0,0.9632506156469028,-1.0,-1.0,-1.0,-1.0
046939.png,220329.0,142.0,61.0,9868.0,0.9990794986668602,-1.0,-1.0,-1.0,-1.0,1630.0,122.0,109.0,228539.0,0.8758731864588931,-1.0,-1.0,-1.0,-1.0,1419.0,58.0,27.0,228896.0,0.9434840425531915,-1.0,-1.0,-1.0,-1.0,6643.0,57.0,182.0,223518.0,0.9652717233362395,-1.0,-1.0,-1.0,-1.0
046940.png,224873.0,119.0,101.0,5307.0,0.9990226262033914,-1.0,-1.0,-1.0,-1.0,1095.0,80.0,79.0,229146.0,0.8732057416267942,-1.0,-1.0,-1.0,-1.0,527.0,10.0,27.0,229836.0,0.9343971631205674,-1.0,-1.0,-1.0,-1.0,3597.0,99.0,101.0,226603.0,0.9473268369765604,-1.0,-1.0,-1.0,-1.0
046941.png,222852.0,96.0,117.0,7335.0,0.999045121377177,-1.0,-1.0,-1.0,-1.0,268.0,174.0,104.0,229854.0,0.4908424908424908,-1.0,-1.0,-1.0,-1.0,1018.0,10.0,141.0,229231.0,0.8708297690333618,-1.0,-1.0,-1.0,-1.0,5835.0,147.0,65.0,224353.0,0.9649412932032413,-1.0,-1.0,-1.0,-1.0
046942.png,225991.0,107.0,65.0,4237.0,0.9992394865649996,-1.0,-1.0,-1.0,-1.0,564.0,4.0,25.0,229807.0,0.9510961214165261,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,3668.0,66.0,87.0,226579.0,0.9599581261449882,-1.0,-1.0,-1.0,-1.0
